CityName,RegionName,Address,DeptNm,BranchNm,Longitude,Latitude,direct,limit
宜蘭縣,蘇澳鎮,台9線117k+772m新澳隧道北上,宜蘭縣政府警察局,蘇澳分局,121.83023,24.490236,南向北,40
宜蘭縣,蘇澳鎮,台9線102k+200m聖湖段南下,宜蘭縣政府警察局,蘇澳分局,121.83417,24.60313,南北雙向,60
宜蘭縣,蘇澳鎮,台9線109k+240m東澳隧道南下,宜蘭縣政府警察局,蘇澳分局,121.84039,24.551931,北向南,70
宜蘭縣,蘇澳鎮,台9線103k+562m南下,宜蘭縣政府警察局,蘇澳分局,121.84053,24.59536,南北雙向,50
宜蘭縣,蘇澳鎮,蘇澳鎮台9線108k+269m至南澳鄉台9線110k+995m東澳隧道南下-1,宜蘭縣政府警察局,蘇澳分局,121.84233,24.560524,北向南,70
宜蘭縣,蘇澳鎮,台2線164k+390m港邊段南下,宜蘭縣政府警察局,蘇澳分局,121.85278,24.611954,南北雙向,70
宜蘭縣,蘇澳鎮,台2線166k+497m蘇澳港段南下,宜蘭縣政府警察局,蘇澳分局,121.85626,24.590792,南北雙向,60
宜蘭縣,蘇澳鎮,台2戊線12k+215m移山路北上,宜蘭縣政府警察局,蘇澳分局,121.8595,24.590792,南北雙向,60
宜蘭縣,頭城鎮,台9線56k+600m至68k+600m北往南-1,宜蘭縣政府警察局,礁溪分局,121.77586,24.865316,南北雙向,40
宜蘭縣,頭城鎮,台9線68k+600m至56k+600m南往北-2,宜蘭縣政府警察局,礁溪分局,121.77586,24.865316,南北雙向,40
宜蘭縣,頭城鎮,台9線69ｋ+20ｍ北宜路一段南下,宜蘭縣政府警察局,礁溪分局,121.79265,24.84562,南北雙向,60
宜蘭縣,頭城鎮,台9線68.6K南下,宜蘭縣政府警察局,礁溪分局,121.79389,24.849024,南北雙向,40
宜蘭縣,頭城鎮,台9線56k+600m至68k+600m北往南-2,宜蘭縣政府警察局,礁溪分局,121.79389,24.849024,南北雙向,40
宜蘭縣,頭城鎮,台9線68k+600m至56k+600m南往北-1,宜蘭縣政府警察局,礁溪分局,121.79389,24.849024,南北雙向,40
宜蘭縣,頭城鎮,宜3線3k+850m宜三路南下,宜蘭縣政府警察局,礁溪分局,121.79603,24.84921,南北雙向,50
宜蘭縣,頭城鎮,191甲線2ｋ+50ｍ中崙段南下,宜蘭縣政府警察局,礁溪分局,121.80138,24.828068,南北雙向,60
宜蘭縣,頭城鎮,台2線139k+738ｍ竹安段南下,宜蘭縣政府警察局,礁溪分局,121.82069,24.824112,南北雙向,60
宜蘭縣,頭城鎮,台2線133k+769ｍ港口段南下,宜蘭縣政府警察局,礁溪分局,121.83554,24.871765,南北雙向,60
宜蘭縣,頭城鎮,台2線129k+309m梗枋國小南下,宜蘭縣政府警察局,礁溪分局,121.86346,24.900974,南北雙向,50
宜蘭縣,頭城鎮,台2線128k+754m梗枋段南下,宜蘭縣政府警察局,礁溪分局,121.86673,24.90387,南北雙向,60
宜蘭縣,頭城鎮,台2線123ｋ+642ｍ大溪段北上,宜蘭縣政府警察局,礁溪分局,121.89127,24.939224,南北雙向,50
宜蘭縣,頭城鎮,台2線122k+634ｍ大溪段南下,宜蘭縣政府警察局,礁溪分局,121.90011,24.941515,北向南,60
宜蘭縣,頭城鎮,台2線118k+49m大里段南下,宜蘭縣政府警察局,礁溪分局,121.92609,24.970085,南北雙向,50
宜蘭縣,礁溪鄉,191線4K瑪僯段北上,宜蘭縣政府警察局,礁溪分局,121.780426,24.791037,南向北,60
宜蘭縣,礁溪鄉,191甲線6ｋ+600ｍ玉田段北上,宜蘭縣政府警察局,礁溪分局,121.784225,24.789581,南北雙向,60
宜蘭縣,礁溪鄉,份尾三路北上(份尾橋南側100公尺處),宜蘭縣政府警察局,礁溪分局,121.78717,24.830685,南北雙向,50
宜蘭縣,礁溪鄉,宜4線4k+280m大塭段東向,宜蘭縣政府警察局,礁溪分局,121.810684,24.818115,東西雙向,50
宜蘭縣,壯圍鄉,191線與雪隧路口南下,宜蘭縣政府警察局,礁溪分局,121.77852,24.766775,北向南,60
宜蘭縣,壯圍鄉,宜16線7k+500ｍ新南段西向,宜蘭縣政府警察局,礁溪分局,121.783035,24.720304,東西雙向,50
宜蘭縣,壯圍鄉,宜16線9ｋ+500ｍ美福段東向,宜蘭縣政府警察局,礁溪分局,121.80265,24.719269,東西雙向,50
宜蘭縣,壯圍鄉,宜20線1ｋ+150m新南段西向,宜蘭縣政府警察局,礁溪分局,121.808556,24.727465,東西雙向,60
宜蘭縣,壯圍鄉,台2線147ｋ+40ｍ過嶺國小南下,宜蘭縣政府警察局,礁溪分局,121.81548,24.758747,南北雙向,60
宜蘭縣,壯圍鄉,台2線142k+480ｍ大福段北上,宜蘭縣政府警察局,礁溪分局,121.81658,24.79972,南北雙向,60
宜蘭縣,壯圍鄉,台2線150ｋ+199m公館段南下,宜蘭縣政府警察局,礁溪分局,121.81915,24.73036,南北雙向,60
宜蘭縣,員山鄉,台7線113k+357ｍ內城段東向,宜蘭縣政府警察局,宜蘭分局,121.700935,24.717842,東西雙向,60
宜蘭縣,員山鄉,宜18-2線9ｋ深溝段西向,宜蘭縣政府警察局,宜蘭分局,121.709625,24.707457,東西雙向,60
宜蘭縣,員山鄉,台7線115k+865m八甲段西向,宜蘭縣政府警察局,宜蘭分局,121.71639,24.732752,東西雙向,60
宜蘭縣,員山鄉,宜61線900ｍ深溝段南下,宜蘭縣政府警察局,宜蘭分局,121.717964,24.720016,南北雙向,60
宜蘭縣,員山鄉,宜61線1ｋ+200ｍ深溝段北上,宜蘭縣政府警察局,宜蘭分局,121.71865,24.71743,南北雙向,60
宜蘭縣,員山鄉,宜18-2線溪洲路346號東向,宜蘭縣政府警察局,宜蘭分局,121.738594,24.714243,東西雙向,50
宜蘭縣,員山鄉,宜18-2線溪洲路150號西向,宜蘭縣政府警察局,宜蘭分局,121.748116,24.719,東西雙向,50
宜蘭縣,冬山鄉,台9線94k+450ｍ冬山段南下,宜蘭縣政府警察局,羅東分局,121.78557,24.645603,北向南,60
宜蘭縣,五結鄉,宜22線1k+400ｍ二結段東向,宜蘭縣政府警察局,羅東分局,121.76619,24.710798,東西雙向,60
宜蘭縣,五結鄉,台7丙線28k+98ｍ中山路東向,宜蘭縣政府警察局,羅東分局,121.78949,24.672573,東西雙向,60
宜蘭縣,五結鄉,191線與宜24線路口南下,宜蘭縣政府警察局,羅東分局,121.791145,24.688986,北向南,60
宜蘭縣,五結鄉,191線與196線路口北上,宜蘭縣政府警察局,羅東分局,121.79258,24.683813,南向北,60
宜蘭縣,五結鄉,五結鄉191線與傳藝路口南下,宜蘭縣政府警察局,羅東分局,121.79319,24.680323,北向南,60
宜蘭縣,五結鄉,五結鄉台7丙線29K+743M親河路西向,宜蘭縣政府警察局,羅東分局,121.80519,24.673485,東西雙向,60
宜蘭縣,五結鄉,宜22線6ｋ錦草段西向,宜蘭縣政府警察局,羅東分局,121.81058,24.709387,東西雙向,60
宜蘭縣,五結鄉,台2線157k+652m利澤段北上,宜蘭縣政府警察局,羅東分局,121.82835,24.664686,南向北,60
宜蘭縣,三星鄉,196線3ｋ+800ｍ萬富東向,宜蘭縣政府警察局,三星分局,121.67725,24.677273,東西雙向,60
宜蘭縣,三星鄉,台7丙線18ｋ+342ｍ大隱段東向,宜蘭縣政府警察局,三星分局,121.697624,24.667261,東西雙向,60
宜蘭縣,三星鄉,台7丙線19ｋ+865m大隱段西向,宜蘭縣政府警察局,三星分局,121.71217,24.670204,東西雙向,60
宜蘭縣,三星鄉,196線7ｋ+900ｍ大義段西向,宜蘭縣政府警察局,三星分局,121.71839,24.687069,東西雙向,60
宜蘭縣,三星鄉,宜61線3ｋ+600ｍ大洲段南下,宜蘭縣政府警察局,三星分局,121.72788,24.69807,北向南,60
宜蘭縣,三星鄉,宜61線3ｋ+800ｍ大洲段北上,宜蘭縣政府警察局,三星分局,121.72893,24.696066,南北雙向,60
宜蘭縣,三星鄉,196線11ｋ大洲段東向,宜蘭縣政府警察局,三星分局,121.74223,24.700827,東西雙向,50
宜蘭縣,南澳鄉,台9線137K+295m至141K+458m谷風隧道南下-2,宜蘭縣政府警察局,蘇澳分局,121.7648,24.330963,北向南,70
宜蘭縣,南澳鄉,台9線141K+420m至137K+205m谷風隧道北上-2,宜蘭縣政府警察局,蘇澳分局,121.76504,24.332409,南向北,70
宜蘭縣,南澳鄉,台9線139k+667m谷風隧道北上,宜蘭縣政府警察局,蘇澳分局,121.7668,24.347893,南向北,70
宜蘭縣,南澳鄉,台9線138k+677m谷風隧道南下,宜蘭縣政府警察局,蘇澳分局,121.771545,24.355694,北向南,70
宜蘭縣,南澳鄉,台9線129k+404m至131k+860m觀音隧道南下,宜蘭縣政府警察局,蘇澳分局,121.77481,24.433311,北向南,70
宜蘭縣,南澳鄉,台9線137K+295m至141K+458m谷風隧道南下-1,宜蘭縣政府警察局,蘇澳分局,121.77798,24.365217,北向南,70
宜蘭縣,南澳鄉,台9線141K+420m至137K+205m谷風隧道北上-1,宜蘭縣政府警察局,蘇澳分局,121.77935,24.366602,南向北,70
宜蘭縣,南澳鄉,台9線130k+347m觀音隧道北上,宜蘭縣政府警察局,蘇澳分局,121.780174,24.426088,南向北,70
宜蘭縣,南澳鄉,台9線134k+538m至136k+883m觀音隧道南下,宜蘭縣政府警察局,蘇澳分局,121.780304,24.369637,北向南,70
宜蘭縣,南澳鄉,台9線136k+912m至134k+405m觀音隧道北上,宜蘭縣政府警察局,蘇澳分局,121.780426,24.369045,南向北,70
宜蘭縣,南澳鄉,台9線130k+492m觀音隧道南下,宜蘭縣政府警察局,蘇澳分局,121.78068,24.42525,北向南,70
宜蘭縣,南澳鄉,台9線135K+910m觀音隧道南下,宜蘭縣政府警察局,蘇澳分局,121.78324,24.377888,北向南,70
宜蘭縣,南澳鄉,台9線135K+841m觀音隧道北上,宜蘭縣政府警察局,蘇澳分局,121.7837,24.378277,南向北,70
宜蘭縣,南澳鄉,台9線131K+860m至134K+538m觀音隧道南下,宜蘭縣政府警察局,蘇澳分局,121.78547,24.390112,北向南,70
宜蘭縣,南澳鄉,台9線134k+405m至131k+849m觀音隧道北上,宜蘭縣政府警察局,蘇澳分局,121.785706,24.390938,南向北,70
宜蘭縣,南澳鄉,台9線133k+289m觀音隧道南下,宜蘭縣政府警察局,蘇澳分局,121.78592,24.401218,北向南,70
宜蘭縣,南澳鄉,台9線131K+849m至129K+360m觀音隧道北上,宜蘭縣政府警察局,蘇澳分局,121.78607,24.413862,南向北,70
宜蘭縣,南澳鄉,台9線133k+174m觀音隧道北上,宜蘭縣政府警察局,蘇澳分局,121.78618,24.401888,南向北,70
宜蘭縣,南澳鄉,台9線123ｋ+570ｍ南澳段南下,宜蘭縣政府警察局,蘇澳分局,121.80645,24.46758,南北雙向,50
宜蘭縣,南澳鄉,蘇澳鎮台9線108k+269m至南澳鄉台9線110k+995m東澳隧道南下-2,宜蘭縣政府警察局,蘇澳分局,121.83616,24.536652,北向南,70
宜蘭縣,南澳鄉,南澳鄉台9線110k+960m至蘇澳鎮台9線108k+224m東澳隧道北上-1,宜蘭縣政府警察局,蘇澳分局,121.836655,24.536793,南向北,70
宜蘭縣,南澳鄉,台9線110k+300m東澳隧道北上,宜蘭縣政府警察局,蘇澳分局,121.83988,24.547905,南向北,70
宜蘭縣,南澳鄉,南澳鄉台9線110k+960m至蘇澳鎮台9線108k+224m東澳隧道北上-2,宜蘭縣政府警察局,蘇澳分局,121.84309,24.5618,南向北,70
新竹縣,竹北市,中正西路118線3km+500處,新竹縣政府警察局,竹北分局,120.97137,24.84157,東西雙向,50
新竹縣,竹北市,中華路1432號前(台1線65.5公里)南向,新竹縣政府警察局,新湖分局,120.99152,24.863388,南北雙向,60
新竹縣,竹北市,西濱公路與埔和路口(台15線64.4公里)南向,新竹縣政府警察局,新湖分局,120.99606,24.931686,北向南,60
新竹縣,竹北市,竹北市台1線中華路佑順加油站前,新竹縣政府警察局,竹北分局,120.99748,24.826073,南往北,50
新竹縣,竹北市,台一線大眉南下路口,新竹縣政府警察局,竹北分局,121.002075,24.855177,北往南,50
新竹縣,竹北市,中華路212號前(台1線70.1公里),新竹縣政府警察局,竹北分局,121.00238,24.831179,南向北,50
新竹縣,竹北市,中華路1138號前,新竹縣政府警察局,竹北分局,121.00254,24.855085,南向北,50
新竹縣,竹北市,竹北市興隆路與莊敬南路口(新竹地方法院前),新竹縣政府警察局,竹北分局,121.01772,24.812561,西往東,50
新竹縣,竹北市,竹北市自強北路與十興路口,新竹縣政府警察局,竹北分局,121.03342,24.826258,北往南,50
新竹縣,竹北市,竹北市光明六路東二段與嘉豐南路一段口,新竹縣政府警察局,竹北分局,121.03497,24.812794,西往東,50
新竹縣,竹北市,東興路二段316號前(120線7.1公里)雙向,新竹縣政府警察局,竹北分局,121.05501,24.797277,東西雙向,60
新竹縣,竹東鎮,台三線北上91.2公里,新竹縣政府警察局,竹東分局,120.98595,24.697054,南北雙向,60
新竹縣,竹東鎮,中興路四段372號前(122線14公里)西向,新竹縣政府警察局,竹東分局,121.02924,24.779507,東向西,50
新竹縣,竹東鎮,台68線12.55公里(快速道路)西向,新竹縣政府警察局,竹東分局,121.029686,24.79777,東向西,90
新竹縣,竹東鎮,竹東鎮公道路616號前,新竹縣政府警察局,竹東分局,121.03005,24.787918,西往東,50
新竹縣,竹東鎮,台68線12.85公里(快速道路)東向,新竹縣政府警察局,竹東分局,121.03352,24.795456,西向東,90
新竹縣,竹東鎮,中盛村路口(台3線86.5公里)南向,新竹縣政府警察局,竹東分局,121.03471,24.697115,南北雙向,60
新竹縣,竹東鎮,台3線中豐路老爺山莊路口,新竹縣政府警察局,竹東分局,121.078285,24.723764,南向北,50
新竹縣,竹東鎮,竹122線18KM+160(中興路一段94-2號),新竹縣政府警察局,竹東分局,121.08006,24.747807,東西雙向,50
新竹縣,竹東鎮,竹東鎮台68線竹東匝道口與北興路三段,新竹縣政府警察局,竹東分局,121.08052,24.749659,北往南,50
新竹縣,新埔鎮,新埔鎮文山里竹118線12K處,新竹縣政府警察局,新埔分局,121.05021,24.826906,西往東,50
新竹縣,新埔鎮,文山路亞東段369號西向,新竹縣政府警察局,新埔分局,121.05786,24.825338,東向西,60
新竹縣,新埔鎮,新關路1046巷口東向,新竹縣政府警察局,新埔分局,121.09389,24.822088,西往東,60
新竹縣,關西鎮,石光里702號前(118線19.1公里)西向,新竹縣政府警察局,新埔分局,121.115875,24.816027,東往西,60
新竹縣,關西鎮,竹118線22.7K,新竹縣政府警察局,新埔分局,121.15133,24.805145,東往西,50
新竹縣,關西鎮,南新里新城9鄰1號(台3線62公里)北向,新竹縣政府警察局,新埔分局,121.17297,24.765247,南往北,50
新竹縣,關西鎮,190號東光陸橋(台3線60.6公里)南向,新竹縣政府警察局,新埔分局,121.17617,24.775278,北向南,50
新竹縣,關西鎮,關西鎮台3線59km,新竹縣政府警察局,新埔分局,121.18595,24.788391,南往北,50
新竹縣,關西鎮,關西鎮中豐公路牛欄河6鄰63號,新竹縣政府警察局,新埔分局,121.19896,24.811626,南向北,60
新竹縣,湖口鄉,湖口鄉成功路與三元路路口,新竹縣政府警察局,新湖分局,121.02174,24.889975,西往東,60
新竹縣,湖口鄉,八德路一段35號前(台1線61公里)南向,新竹縣政府警察局,新湖分局,121.02346,24.885187,北向南,70
新竹縣,湖口鄉,台1線中山路口南向,新竹縣政府警察局,新湖分局,121.03631,24.880438,北向南,70
新竹縣,湖口鄉,台1線54KM+900處,新竹縣政府警察局,新湖分局,121.082695,24.886557,南北雙向,70
新竹縣,新豐鄉,新豐鄉新興路與康樂路口,新竹縣政府警察局,新湖分局,120.991875,24.864685,北往南,50
新竹縣,新豐鄉,台15線62公里南向,新竹縣政府警察局,新湖分局,120.99692,24.932375,北向南,60
新竹縣,芎林鄉,芎林鄉富林路一段竹120線15.5K處,新竹縣政府警察局,橫山分局,0.0,0.0,西往東,60
新竹縣,芎林鄉,富林路三段、文德路口(120線10.4公里)東向,新竹縣政府警察局,橫山分局,121.07388,24.774717,東向西,60
新竹縣,芎林鄉,富林路二段竹林交流道(120線11.5公里)西向,新竹縣政府警察局,橫山分局,121.08224,24.765705,東向西,60
新竹縣,橫山鄉,橫山鄉中豐路二段12巷口(台3線),新竹縣政府警察局,橫山分局,0.0,0.0,西往東,60
新竹縣,橫山鄉,中豐路一段、站前街口(台3線72.9公里)南向,新竹縣政府警察局,橫山分局,121.11652,24.720446,南北雙向,60
新竹縣,寶山鄉,寶山鄉寶山路二段竹83線0km+800,新竹縣政府警察局,竹東分局,0.0,0.0,南往北,50
新竹縣,寶山鄉,雙林路一般竹47-1線4km處,新竹縣政府警察局,竹東分局,120.95864,24.744226,南向北,50
新竹縣,寶山鄉,雙園路2段(竹82線1公里)南向,新竹縣政府警察局,竹東分局,120.99643,24.766848,北向南,50
新竹縣,寶山鄉,竹83線4km+150,新竹縣政府警察局,竹東分局,121.033325,24.728348,西往東,50
苗栗縣,苗栗市,台13線35.2公里處,苗栗縣警察局,苗栗分局,120.792854,24.522364,南向北,60
苗栗縣,苗栗市,新川里柑園5號前處,苗栗縣警察局,苗栗分局,120.80374,24.578798,東向西,60
苗栗縣,苗栗市,台13線30.3公里處(苗商後方),苗栗縣警察局,苗栗分局,120.81373,24.557383,南北雙向,50
苗栗縣,苗栗市,台13線31.1公里處(信義街口),苗栗縣警察局,苗栗分局,120.813934,24.550495,南向北,50
苗栗縣,苗栗市,英才路與文發路 口,苗栗縣警察局,苗栗分局,120.81526,24.590336,東向西,50
苗栗縣,苗栗市,中正路905號前公車停靠區及禁臨停區,苗栗縣警察局,苗栗分局,120.81608,24.551743,南北雙向,50
苗栗縣,苗栗市,台6線(經國路)14.5公里處,苗栗縣警察局,苗栗分局,120.83144,24.551407,東西雙向,70
苗栗縣,苑裡鎮,台1線140.8公里處(臨海路口),苗栗縣警察局,通霄分局,120.64825,24.4435,北向南,60
苗栗縣,苑裡鎮,苑北里中山路與成功路口處,苗栗縣警察局,通霄分局,120.65332,24.44647,北向南,50
苗栗縣,苑裡鎮,140線與苗47之1線口處,苗栗縣警察局,通霄分局,120.6551,24.41928,西向東,50
苗栗縣,苑裡鎮,140線與121線口處,苗栗縣警察局,通霄分局,120.67131,24.394587,東向西,60
苗栗縣,苑裡鎮,140線8.1公里處,苗栗縣警察局,通霄分局,120.68583,24.37995,西向東,60
苗栗縣,通霄鎮,台1線137.2公里處(五福國小陸橋下),苗栗縣警察局,通霄分局,120.66622,24.469824,南向北,60
苗栗縣,通霄鎮,台61線北向122.6公里至115.6公里,苗栗縣警察局,通霄分局,120.67632,24.494154,南向北,90
苗栗縣,通霄鎮,台61線南向122.2公里至130.2公里,苗栗縣警察局,通霄分局,120.67696,24.497608,北向南,90
苗栗縣,通霄鎮,台1線134.7公里與121線口處,苗栗縣警察局,通霄分局,120.68407,24.48168,北向南,60
苗栗縣,通霄鎮,128線2.4公里處,苗栗縣警察局,通霄分局,120.69913,24.496456,東向西,60
苗栗縣,通霄鎮,台1線124.8公里處(啟新國中前),苗栗縣警察局,通霄分局,120.709694,24.56362,南向北,60
苗栗縣,通霄鎮,台61線114.3公里處,苗栗縣警察局,通霄分局,120.7139,24.559273,南向北,90
苗栗縣,竹南鎮,台1線124.1公里處(拱天宮前),苗栗縣警察局,通霄分局,120.7121,24.569326,北向南,60
苗栗縣,竹南鎮,台61線90.4公里與苗3-3線路口處,苗栗縣警察局,竹南分局,120.81119,24.657883,北向南,80
苗栗縣,竹南鎮,台1己線1.3公里與明勝路口處,苗栗縣警察局,竹南分局,120.85556,24.671747,東向西,60
苗栗縣,竹南鎮,台61線91公里快(側)車道與博愛街口處,苗栗縣警察局,竹南分局,120.85995,24.693743,南向北,40
苗栗縣,竹南鎮,台61線88.15公里處,苗栗縣警察局,竹南分局,120.86775,24.717684,南北雙向,80
苗栗縣,竹南鎮,台1己線3公里處,苗栗縣警察局,竹南分局,120.87099,24.671583,西向東,60
苗栗縣,竹南鎮,環市路與公教路口處（清寧橋前）,苗栗縣警察局,竹南分局,120.87718,24.692722,東向西,60
苗栗縣,竹南鎮,竹南火車站前後圓環,苗栗縣警察局,竹南分局,120.879974,24.686905,東西南北,30
苗栗縣,竹南鎮,台13線永貞路與公園路口處,苗栗縣警察局,竹南分局,120.88542,24.690916,北向南,60
苗栗縣,竹南鎮,永貞路與勝利街口處,苗栗縣警察局,竹南分局,120.885445,24.69521,北向南,60
苗栗縣,竹南鎮,台13線2.5公里與友義路口處,苗栗縣警察局,竹南分局,120.90459,24.723228,南向北,60
苗栗縣,竹南鎮,台1線與苗2線口處(科學路口),苗栗縣警察局,竹南分局,120.92211,24.713758,南向北,70
苗栗縣,頭份市,台1線與苗10線口處,苗栗縣警察局,頭份分局,120.878746,24.66203,北向南,70
苗栗縣,頭份市,台1線98.3公里處,苗栗縣警察局,頭份分局,120.88218,24.663143,南向北,70
苗栗縣,頭份市,台13線12.1公里處（尖山國小前）,苗栗縣警察局,頭份分局,120.88288,24.65347,南向北,60
苗栗縣,頭份市,中華路440號處,苗栗縣警察局,頭份分局,120.89102,24.674002,南向北,60
苗栗縣,頭份市,台1線95.2公里處(紡安紡織公司口),苗栗縣警察局,頭份分局,120.89492,24.683172,南向北,60
苗栗縣,頭份市,中央路(頭份國中前),苗栗縣警察局,頭份分局,120.90152,24.692188,東西雙向,50
苗栗縣,頭份市,台1線91.6公里與科東二路口處,苗栗縣警察局,頭份分局,120.90206,24.68516,北向南,60
苗栗縣,頭份市,中華路與自強路口,苗栗縣警察局,頭份分局,120.9131,24.690813,北向南,60
苗栗縣,頭份市,正興路與水源路口處,苗栗縣警察局,頭份分局,120.91392,24.674433,北向南,60
苗栗縣,頭份市,124甲線與中華路口,苗栗縣警察局,頭份分局,120.91523,24.69308,東向西,50
苗栗縣,頭份市,124甲線1公里東向與土牛社區路口處,苗栗縣警察局,頭份分局,120.92369,24.690245,西向東,50
苗栗縣,頭份市,124甲線1公里西向與土牛社區路口處,苗栗縣警察局,頭份分局,120.92423,24.68992,東向西,50
苗栗縣,頭份市,中正一路與124甲線路口,苗栗縣警察局,頭份分局,120.92912,24.686438,東向西,50
苗栗縣,頭份市,124線8.45公里處,苗栗縣警察局,頭份分局,120.93603,24.685402,東向西,50
苗栗縣,頭份市,124線9.8公里處,苗栗縣警察局,頭份分局,120.94835,24.680124,西向東,50
苗栗縣,頭份市,124線10.75公里處,苗栗縣警察局,頭份分局,120.95703,24.681976,東向西,50
苗栗縣,後龍鎮,台61線與苗11線口處,苗栗縣警察局,竹南分局,120.78327,24.637379,南向北,80
苗栗縣,後龍鎮,台6線3.7公里處(後龍交流道附近),苗栗縣警察局,竹南分局,120.78955,24.594868,西向東,60
苗栗縣,後龍鎮,台1線與成功路口處,苗栗縣警察局,竹南分局,120.79464,24.61392,南向北,60
苗栗縣,後龍鎮,台61線97.55公里處,苗栗縣警察局,竹南分局,120.81203,24.657776,南北雙向,80
苗栗縣,後龍鎮,台13甲線12.4公里處,苗栗縣警察局,竹南分局,120.832245,24.607538,北向南,60
苗栗縣,卓蘭鎮,台3線142.2公里處,苗栗縣警察局,大湖分局,120.82357,24.338886,南向北,60
苗栗縣,卓蘭鎮,台3線146.8公里處（豐田國小旁）,苗栗縣警察局,大湖分局,120.823845,24.3246,北向南,60
苗栗縣,大湖鄉,台3線141公里處,苗栗縣警察局,大湖分局,120.8283,24.348303,北向南,60
苗栗縣,大湖鄉,台3線137.2公里,苗栗縣警察局,大湖分局,120.842674,24.37388,南向北,60
